SampleID,Species,Latitude,Longitude,Altitude_m,Datum,Date,Seed,Collectors,Location,Comments,Trip_comments,Reads,Theoretical_coverage
NSW0010,Eucalyptus melliodora,-33.07240946,150.2132123,306.784058,WGS84,2019-07-06T14:45:00Z,Y,Helen Bothwell,Continue N,"Fruits, 4-5 valved",,71723966,14.85271795
NSW0011,Eucalyptus melliodora,-33.0363221,150.1634771,330.816895,WGS84,2019-07-06T15:02:15Z,Y,Helen Bothwell,Continue N,"Absolutely dripping w new fruit and dried flowers; not much seed, but will be heavy next year",,51977024,11.35639776
NSW0012,Eucalyptus melliodora,-32.97420709,150.1042704,469.966675,WGS84,2019-07-06T15:35:25Z,N,Helen Bothwell,W side of road past Bogee,"Leaves only, old, v tall",,58756046,12.44926985
NSW0013,Eucalyptus melliodora,-32.95507682,150.0824443,503.372192,WGS84,2019-07-06T15:44:33Z,Y,Helen Bothwell,N side of Rd,"Great seed tree! Low branch, easy access",,84500725,18.63607698
NSW0014,Eucalyptus melliodora,-32.90411761,150.0378866,686.02124,WGS84,2019-07-06T16:12:11Z,Y,Helen Bothwell,Continueing,"Massive old tree, seed, black cluster of worms on one branch",,84112424,18.44655511
NSW0015,Eucalyptus melliodora,-32.9797285,149.7962746,893.904785,WGS84,2019-07-06T17:19:15Z,N,Helen Bothwell,"S on B55, at Ilford turn W on Goulburn-Ilford Rd, pull onto dirt frontage on N side of rd",No seed,,68146168,14.73142216
NSW0016,Eucalyptus melliodora,-32.98264531,149.7389758,861.700928,WGS84,2019-07-06T17:36:12Z,Y,Helen Bothwell,At end of 'Rolling Hills' drive way,Just a couple fruits,"Farms in this area starting to open up a bit more, but still surrounded by dense forest on the hilltops and most farms smaller w many trees on open woodland pasture. NSW0009-0017 rolling farmland, big hills, but W of the deep mesas of Gardens of Stone, farms look healthy in this region, not grazed to the bone",76756634,16.86627552
NSW0017,Eucalyptus melliodora,-33.05459281,149.6923205,618.008545,WGS84,2019-07-06T17:57:02Z,Y,Helen Bothwell,Pull off into medium sized dirt lot on left/E side of rd,,,71867103,15.84864164
NSW0018,Eucalyptus melliodora,-33.29176018,149.5713342,717.263916,WGS84,2019-07-07T11:13:35Z,N,Helen Bothwell,"N out of Bathurst on Duramana Rd, tree on W side of rd","Leaves only, big old tree",,74266145,16.30968954
NSW0019,Eucalyptus melliodora,-33.24703988,149.5812118,618.969727,WGS84,2019-07-07T11:29:49Z,Y,Helen Bothwell,"Continuing N, W side of Rd","Some seed, just finished blooming","Brachychiton populneus (Kurrajong bottle trees) common yesterday and today, also lots of blakeleyi; trees good 5-valved fruits unless otherwise noted",63233056,13.85793773
NSW0020,Eucalyptus melliodora,-33.16065146,149.5911186,640.8396,WGS84,07-JUL-19 11:58:13AM,Y,Helen Bothwell,,Good seed tree,,,
NSW0023,Eucalyptus melliodora,-33.00137786,149.5706593,871.07373,WGS84,07-JUL-19 12:54:20PM,Y,Helen Bothwell,,"Only 2 seeds, TONS of umbel bundles but for next year",,,
NSW0025,Eucalyptus melliodora,-33.02776988,149.4436883,938.846191,WGS84,07-JUL-19 2:09:01PM,Y,Helen Bothwell,,"Older tree at edge of dense forest, lots of peppermint type bark tree and snow gums, v few Emel here; lots of polyanthemos, higher elevation; seed, 5 valved",,,
NSW0030,Eucalyptus melliodora,-33.43413628,149.5472441,756.4375,WGS84,07-JUL-19 5:30:07PM,Y,Helen Bothwell,,Great seed tree!,,,
NSW0034,Eucalyptus melliodora,-34.98076505,148.8550645,562.973389,WGS84,19-AUG-19 1:07:51PM,Y,Helen Bothwell,,"Lots of fruit, mostly 5-valved some 4, umbels of 7",,,
NSW0042,Eucalyptus melliodora,-35.10198011,148.6716486,381.766357,WGS84,19-AUG-19 5:02:48PM,Y,Helen Bothwell,,"Big old tree, classic wavy bark, lots of 5-valved fruit",,,
NSW0043,Eucalyptus melliodora,-35.12969177,148.6544524,451.221069,WGS84,19-AUG-19 5:25:45PM,Y,Helen Bothwell,,"Lots of seed, many 4-valved but also 5",,,
NSW0047,Eucalyptus melliodora,-35.20175368,148.0307351,261.602539,WGS84,20-AUG-19 11:28:29AM,Y,Helen Bothwell,,"Huge old tree, some seed, 5-valved and some 4",,,
NSW0053,Eucalyptus sideroxylon,-35.28080978,147.7194433,261.842773,WGS84,20-AUG-19 2:36:12PM,Y,Helen Bothwell,,"Close to 0052, but has seed",,,
NSW0054,Eucalyptus sideroxylon,-35.26500704,147.6920104,310.148682,WGS84,20-AUG-19 2:51:21PM,Y,Helen Bothwell,,Lots of seed,,,
NSW0056,Eucalyptus sideroxylon,-35.27284018,147.7017631,273.138306,WGS84,20-AUG-19 3:19:41PM,Y,Helen Bothwell,,"Old Esid, lots of seed",,,
NSW0057,Eucalyptus sideroxylon,-35.2807625,147.7429167,258.237915,WGS84,20-AUG-19 3:46:31PM,Y,Helen Bothwell,,"Big old Esid, some seed",,,
NSW0058,Eucalyptus melliodora,-35.31313241,147.774603,257.997559,WGS84,20-AUG-19 3:56:58PM,Y,Helen Bothwell,,"Good Emel, BIG",,,
NSW0059,Eucalyptus sideroxylon,-35.32370609,147.7886907,290.441895,WGS84,20-AUG-19 4:17:40PM,N,Helen Bothwell,,"Leaves only, Esid",,,
NSW0060,Eucalyptus melliodora,-35.3735661,147.8100868,276.983521,WGS84,20-AUG-19 4:57:30PM,Y,Helen Bothwell,,"Good Emel, 5-valved fruits and many",,,
NSW0061,Eucalyptus sideroxylon,-35.38459039,147.7846044,278.906128,WGS84,20-AUG-19 5:07:27PM,F,Helen Bothwell,,"Esid, few fruits",,,
NSW0067,Eucalyptus sideroxylon,-35.14584437,147.5388173,217.622437,WGS84,21-AUG-19 11:21:38AM,Y,Helen Bothwell,,"Esid, seed",,,
NSW0069,Eucalyptus sideroxylon,-35.16186898,147.5825697,219.7854,WGS84,21-AUG-19 12:06:46PM,Y,Helen Bothwell,,"Esid, lots of seed, flowering white; could be planted, but many Esid in wild nearby; loaded w seed which surely reflects the local pollen pool",,,
NSW0074,Eucalyptus melliodora,-34.93740245,148.9884217,604.550293,WGS84,21-AUG-19 5:27:32PM,Y,Helen Bothwell,,"TONS of fruits, good 5-valved, plump fruits, typical Emel. Many younger and resprout leaves on fronds like 0072, umbels of 7","Emel are different in drier Canberra area compared to wetter Gundagai/Wagga Wagga region, also lower elevation there; many ALA Emel seem to be misidentified in that region, w much smaller/barrely fruits, likely grey box further west",,
NSW0078,Eucalyptus melliodora,-32.11770357,151.0914407,260.88147,WGS84,30-AUG-19 5:35:41PM,Y,Helen Bothwell,,"Has lots of fruit, good mature plump Emel, flowering",,,
NSW0079,Eucalyptus melliodora,-32.13996582,151.1047273,275.301147,WGS84,30-AUG-19 6:12:28PM,Y,Helen Bothwell,,,Wet and rainy all day today,,
NSW0082,Eucalyptus melliodora,-32.04688839,150.6718526,262.563721,WGS84,31-AUG-19 11:49:29AM,Y,Helen Bothwell,,"Big old Emel, fruits quite large, but trunk looks good, young leaves ovate, mature leaves smaller/thin",,,
NSW0088,Eucalyptus melliodora,-31.78305692,150.9139098,436.320801,WGS84,31-AUG-19 3:14:53PM,Y,Helen Bothwell,,"Big old Emel, lots of 5-valved fruits, just finishing flowering, heavy w umbels",,,
NSW0091,Eucalyptus melliodora,-31.73216192,150.6693047,427.90918,WGS84,31-AUG-19 4:20:32PM,Y,Helen Bothwell,,"TONS of fruit, mature/reproductive leaves v thin and longer, 5-valved fruits, just finishing flowering, heavy w umbels, BIG old Emel",,,
NSW0093,Eucalyptus melliodora,-31.76386965,150.6680448,464.679443,WGS84,31-AUG-19 4:49:09PM,Y,Helen Bothwell,,"Redder/yellower bark, 5-valved fruits bigger and plumper, good Emel, leaves more blue-grey and bigger, not as frondy, lots of fruit, flowering",,,
NSW0096,Eucalyptus melliodora,-31.15869398,151.0484082,422.62207,WGS84,01-SEP-19 9:47:13AM,Y,Helen Bothwell,,"Right along roadside by house, potentially planted, heavy w flowers/umbels/bees (melliodora!), only 2 fruits but big and plump 5-valved, good Emel bark, ovate juv leaves, medium aged",Finally not raining!,,
NSW0097,Eucalyptus melliodora,-31.23102997,151.1084895,451.221069,WGS84,01-SEP-19 10:06:47AM,Y,Helen Bothwell,,"Possibly planted along roadside row along dirt rd, but OLD, big plump 5-valved fruits, umbels of 7, nurse tree to Brachychiton",,,
NSW0098,Eucalyptus melliodora,-31.41448109,151.1365435,560.810547,WGS84,01-SEP-19 11:19:57AM,Y,Helen Bothwell,,"HUGE old Emel, good ovate juv leaves, 5-valved fruits","Again, most ALA Emel through here do not exist (either mortality or mis-ID)",,
NSW0101,Eucalyptus melliodora,-31.44565078,151.0999205,643.723633,WGS84,01-SEP-19 12:00:06PM,Y,Helen Bothwell,,"TONS of plump 5-valved fruit, loaded w flowers and bees, classic Emel bark, older",,,
NSW0105,Eucalyptus melliodora,-31.4757414,150.9396289,616.085938,WGS84,01-SEP-19 12:59:53PM,Y,Helen Bothwell,,"All by itself, open pastures all around, LOTS of 4/5-valved fruits",,,
NSW0106,Eucalyptus sideroxylon,-31.3407138,150.8736165,490.634766,WGS84,01-SEP-19 2:01:36PM,Y,Helen Bothwell,,LOTS of big 5-valved fruits ,,,
NSW0108,Eucalyptus melliodora,-31.37221894,150.8601643,554.321777,WGS84,01-SEP-19 2:19:52PM,Y,Helen Bothwell,,"HUGE old Emel, plenty of 5 but also a few 6-valved fruits, ",,,
NSW0113,Eucalyptus melliodora,-31.25033283,150.8299387,460.834229,WGS84,01-SEP-19 3:43:40PM,Y,Helen Bothwell,,"Mid-aged tree, lots of 5/6-valved fruits",,,
NSW0114,Eucalyptus melliodora,-31.24584189,150.6761998,389.456787,WGS84,01-SEP-19 4:39:43PM,Y,Helen Bothwell,"Bulunbulun Rd, then Piallaway Rd N of Currabubula","Big old Emel, lots of 5-valved fruits, just done flowering",,,
NSW0116,Eucalyptus melliodora,-31.14944824,150.5618832,311.350342,WGS84,01-SEP-19 5:18:03PM,Y,Helen Bothwell,,"Monster old Emel, heavy w flowers, lots of fruit and bees, big plump 5-valved fruits",,,
NSW0118,Eucalyptus melliodora,-31.16732567,150.8561391,400.511963,WGS84,02-SEP-19 10:11:04AM,Y,Helen Bothwell,S of Tamworth take Warral-Duri Rd.,"Good Emel, plump 5-valved fruit, mid-aged",,,
NSW0120,Eucalyptus melliodora,-31.19051999,150.8392117,438.003052,WGS84,02-SEP-19 10:31:16AM,Y,Helen Bothwell,,"Good Emel, lots of fruit, just done flowering",,,
NSW0128,Eucalyptus melliodora,-31.45970875,150.5936909,348.120605,WGS84,02-SEP-19 1:43:05PM,Y,Helen Bothwell,,"BIG old tree, fruit smallish 5-valved, flowering branch leaves v thin and frondy (like willow), bark looks good, axial umbels",,,
NSW0129,Eucalyptus melliodora,-31.42181005,150.4888877,325.289307,WGS84,02-SEP-19 2:07:01PM,Y,Helen Bothwell,,"Plenty of seed and good Emel plump 5-valved fruits, juv leaves ovate, mature leaves not frondy",,,
NSW0131,Eucalyptus melliodora,-31.4067932,150.2283943,321.684448,WGS84,02-SEP-19 3:38:12PM,Y,Helen Bothwell,,Good Emel fruits,,,
NSW0137,Eucalyptus melliodora,-31.40040787,149.7085042,421.901123,WGS84,02-SEP-19 6:00:56PM,Y,Helen Bothwell,,"Back to open woodland, Emel good plump fruits 4/5-valved, bottom bark good but top very white/smooth, leaves frondy, hyb w red box? All around here trees look a bit more red boxy. This was one of the few trees that looked more Emel; in stand of Supple HL210-219","Open farmland after this, lots of trees in this area w rougher, darker/redder bottom bark and white smooth upper",,
NSW0142,Eucalyptus melliodora,-31.2737356,149.3367654,510.822388,WGS84,03-SEP-19 12:45:30PM,Y,Helen Bothwell,,"Good Emel, wavy bark, plenty of fruit larger plump 5-valved, leaves gray-green and larger typical ovate, flowering","Most of the other woolier barked, thinner greener smaller leaved, smaller-fruited trees through here NOT flowering",,
NSW0148,Eucalyptus melliodora,-31.58507117,149.3990021,413.009033,WGS84,03-SEP-19 3:33:23PM,Y,Helen Bothwell,,"Some seed, nice plump and 5-valved, typical Emel",,,
NSW0153,Eucalyptus melliodora,-32.07823453,150.241811,375.758179,WGS84,03-SEP-19 6:25:44PM,Y,Helen Bothwell,,"Good Emel, lots of fruit, nice plump 4/5-valved fruits, thin frondy leaves, but this seems common on flowering/fruiting racemes",,,
NSW0159,Eucalyptus melliodora,-31.96406588,150.4233439,362.780396,WGS84,04-SEP-19 11:09:03AM,Y,Helen Bothwell,,Good Emel w fruit,,,
NSW0165,Eucalyptus melliodora,-32.13964513,150.3608248,270.734985,WGS84,04-SEP-19 12:36:46PM,Y,Helen Bothwell,,"Lots of fruit, possibly/likely planted","On drive home, took Bylong Valley Way from Sandy Hollow to Kandos. ALA lists numerous E. sideroxylon through here, but all the trees I checked were the thinner-leaved, smaller-fruited, grayer ironbark. I saw one tree that may have been sider, but it was innaccessible. Many of these through here appear to be missidentified. It is more mountainous terrain than I typically have found sider in. These higher elevations almost always turn out to be the small-fruited ironbark.",,
NSW0166,Eucalyptus melliodora,-33.23415337,148.850199,541.10376,WGS84,09-SEP-19 1:33:35PM,Y,Helen Bothwell,,"Big old Emel, lots of fruit",,,
NSW0170,Eucalyptus sideroxylon,-32.1584081,148.6588052,334.902466,WGS84,09-SEP-19 5:23:19PM,Y,Helen Bothwell,,Esid with fruit,,,
NSW0172,Eucalyptus sideroxylon,-32.05224576,148.5716864,298.132324,WGS84,11-SEP-19 10:38:46AM,F,Helen Bothwell,,"Esid, younger, only 5 fruits",,,
NSW0174,Eucalyptus melliodora,-31.75691092,148.7542546,306.784058,WGS84,11-SEP-19 1:31:21PM,Y,Helen Bothwell,,"Probably Emel, but fruits rather small 5-valved, axial umbels, plenty of fruit",,,
NSW0175,Eucalyptus melliodora,-31.82180948,148.8683249,319.521484,WGS84,11-SEP-19 2:02:58PM,Y,Helen Bothwell,,"Emel? But again v small fruits, 5-valved, v thin and narrow reproductive leaves, axial umbels",,,
NSW0180,Eucalyptus melliodora,-31.8304601,149.1688524,359.175537,WGS84,11-SEP-19 3:51:25PM,Y,Helen Bothwell,,"Good sized fruits but most 4-valved, good Emel bark, axial umbels and juv leaves",,,
NSW0181,Eucalyptus melliodora,-31.96752492,149.3376142,403.155518,WGS84,11-SEP-19 4:19:19PM,Y,Helen Bothwell,,"Perfect Emel, loads of plump 4/5-valved fruit, good juv leaves",,,
NSW0185,Eucalyptus sideroxylon,-32.11150758,149.2312073,394.984375,WGS84,11-SEP-19 5:16:54PM,Y,Helen Bothwell,,"Good Esid, plenty of fruit",,,
NSW0186,Eucalyptus sideroxylon,-32.15090018,149.232789,391.619751,WGS84,11-SEP-19 5:35:02PM,N,Helen Bothwell,,"Esid? Leaves and black-red bark good, drooping inflorescence, white tinged pink flowers, no fruit",,,
NSW0188,Eucalyptus melliodora,-32.18741921,149.2692459,399.791016,WGS84,11-SEP-19 5:57:22PM,Y,Helen Bothwell,,"TONS of 4/5 fruit, big old Emel",,,
NSW0189,Eucalyptus sideroxylon ,-32.19448566,149.2754635,404.837769,WGS84,11-SEP-19 6:12:13PM,Y,Helen Bothwell,,"Good Esid, fruit, just finishing flowering white",,,
NSW0190,Eucalyptus sideroxylon ,-32.32507914,148.7661722,402.194214,WGS84,12-SEP-19 9:34:36AM,Y,Helen Bothwell,,Esid with lots of fruit and flowers,,,
NSW0191,Eucalyptus sideroxylon,-32.30811099,148.775933,412.288086,WGS84,12-SEP-19 9:51:43AM,N,Helen Bothwell,,"Esid, big tall older tree, no fruit, but flowers and umbels characteristicaly drooping, immature cups and leaves look good, bark also has the telling red-black tinge",,,
NSW0197,Eucalyptus sideroxylon,-32.28249421,148.5633969,332.258911,WGS84,12-SEP-19 2:02:21PM,N,Helen Bothwell,,"Esid w green fruit, look like just finished flowering, pinkish-orange dried flowers on ground below tree",,,
NSW0198,Eucalyptus sideroxylon ,-32.46974886,148.3316664,380.084106,WGS84,12-SEP-19 2:51:12PM,Y,Helen Bothwell,,Esid w lots of white flowers and lots of good fruit,,,
NSW0199,Eucalyptus sideroxylon ,-32.48218727,148.3199077,348.36084,WGS84,12-SEP-19 3:01:15PM,Y,Helen Bothwell,,"Big tall old Esid, lots of fruit and white flowers, dried flowers here are also pink-orange tinged but white when alive",,,
NSW0200,Eucalyptus sideroxylon,-32.51479162,148.2882391,323.607056,WGS84,12-SEP-19 3:15:54PM,F,Helen Bothwell,,"Big tall old Esid, few fruits",,,
NSW0201,Eucalyptus sideroxylon ,-32.3788566,148.2295863,282.510986,WGS84,12-SEP-19 3:42:28PM,Y,Helen Bothwell,,"Esid, flowering white, cups still large but a bit smaller than farther E, getting very arid now, lots of fruit",,,
NSW0202,Eucalyptus sideroxylon ,-32.36638131,148.2309991,271.696289,WGS84,12-SEP-19 3:52:23PM,Y,Helen Bothwell,,Esid w plenty of fruit,,,
NSW0205,Eucalyptus melliodora,-32.48684258,147.9255537,221.948486,WGS84,12-SEP-19 6:25:52PM,Y,Helen Bothwell,,"Very tall old Emel, perfect 5-valved fruits, good juv leaves and bark. FINALLY! Most ALA records in this area are either dead or misidentified",,,
NSW0206,Eucalyptus melliodora,-32.46047236,147.8798483,220.50647,WGS84,12-SEP-19 6:48:40PM,Y,Helen Bothwell,,"Good Emel, perfect leaves, lots of good 5-valved fruit","More ALA records along this road - likely tapped into a good little stand, but got too dark to sample more",,
NSW0207,Eucalyptus melliodora,-32.87453963,148.1952447,300.776001,WGS84,13-SEP-19 10:08:05AM,Y,Helen Bothwell,,"Big tall Emel, TONS of good 5-valved fruit, 10-15 Emel lining road here",ALAM5824 - absent (dead and/or cleared),,
NSW0213,Eucalyptus melliodora,-33.00604667,148.1591849,359.65625,WGS84,13-SEP-19 11:39:17AM,Y,Helen Bothwell,,"Emel, lots of fruit",,,
NSW0220,Eucalyptus sideroxylon ,-33.01505,147.9168203,319.761841,WGS84,13-SEP-19 2:29:14PM,Y,Helen Bothwell,,"Esid, fruit",,,
NSW0221,Eucalyptus sideroxylon ,-32.97080546,147.9439458,326.010254,WGS84,13-SEP-19 2:49:50PM,Y,Helen Bothwell,,Esid w fruit,,,
NSW0222,Eucalyptus sideroxylon ,-32.94891402,147.8816904,299.574219,WGS84,13-SEP-19 3:11:23PM,Y,Helen Bothwell,,"Esid, lots of fruit",,,
NSW0223,Eucalyptus melliodora,-32.88425309,147.6891232,262.08313,WGS84,13-SEP-19 3:42:12PM,Y,Helen Bothwell,,"Emel? Juv leaves and axial umbels perfect, but fruits a bit small 5-valved, lots of fruit",,,
NSW0224,Eucalyptus melliodora,-32.67660854,147.5864269,255.113647,WGS84,13-SEP-19 4:09:37PM,Y,Helen Bothwell,,"TONS of good 5-valved fruit, Emel",,,
NSW0225,Eucalyptus sideroxylon ,-32.60118817,147.551004,246.942505,WGS84,13-SEP-19 4:41:35PM,Y,Helen Bothwell,,"Esid, lots of fruit, but seem a bit smaller and more barrel-shaped, some typical big tough leaves but also some quite small narrow ones, lots of variation in both fruits and leaves, umbels quite small too, a bit odd",,,
NSW0226,Eucalyptus sideroxylon ,-32.56866672,147.5501287,268.572021,WGS84,13-SEP-19 4:58:11PM,Y,Helen Bothwell,,"Esid, lots of fruit",,,
NSW0228,Eucalyptus sideroxylon ,-32.48178863,147.5559789,272.657593,WGS84,13-SEP-19 5:26:09PM,Y,Helen Bothwell,,"Esid, tons of fruit, just finishing flowering",,,
NSW0229,Eucalyptus sideroxylon ,-32.44752567,147.5309473,275.301147,WGS84,13-SEP-19 5:35:27PM,Y,Helen Bothwell,,"Esid, tons of fruit, just finishing flowering",,,
NSW0230,Eucalyptus sideroxylon ,-32.32536161,147.4490555,244.779541,WGS84,13-SEP-19 5:55:39PM,Y,Helen Bothwell,,"Esid, tons of fruit, just finishing flowering",,,
NSW0231,Eucalyptus sideroxylon ,-32.39632113,147.4536348,258.718506,WGS84,13-SEP-19 6:13:04PM,Y,Helen Bothwell,,"Esid, lots of fruit",,,
NSW0232,Eucalyptus sideroxylon ,-32.40859215,147.4304442,279.386719,WGS84,13-SEP-19 6:21:25PM,Y,Helen Bothwell,,"Esid, lots of fruit",,,
NSW0234,Eucalyptus sideroxylon ,-32.71063068,146.9679654,274.099487,WGS84,14-SEP-19 9:28:42AM,Y,Helen Bothwell,,"Younger-mid aged Esid, flowering, lots of fruit",,,
NSW0235,Eucalyptus sideroxylon ,-32.61420275,147.0156612,308.226074,WGS84,14-SEP-19 9:53:08AM,Y,Helen Bothwell,,,NSW0236-NSW0247 envelopes nowhere to be found ??,,
NSW0249,Eucalyptus sideroxylon ,-32.53290567,147.4559476,298.372559,WGS84,14-SEP-19 11:55:01AM,Y,Helen Bothwell,,"Big old Esid, many fruits, flowering",,,
NSW0251,Eucalyptus sideroxylon ,-32.55682116,147.4776511,289.480469,WGS84,14-SEP-19 12:11:39PM,Y,Helen Bothwell,,"Still good stand continuing, lots of fruit",,,
NSW0252,Eucalyptus sideroxylon ,-32.57087342,147.4901369,288.519287,WGS84,14-SEP-19 12:23:03PM,Y,Helen Bothwell,,"Esid, fruit",,,
NSW0254,Eucalyptus sideroxylon ,-32.59760558,147.5158107,267.370361,WGS84,14-SEP-19 12:37:23PM,Y,Helen Bothwell,,"Esid, fruit",,,
NSW0255,Eucalyptus sideroxylon,-32.66352514,147.4763455,276.502808,WGS84,14-SEP-19 1:12:48PM,F,Helen Bothwell,,Just a few fruit,,,
NSW0256,Eucalyptus melliodora,-32.68483621,147.4719048,264.726685,WGS84,14-SEP-19 1:20:37PM,Y,Helen Bothwell,,Emel! Lots of good fruit,,,
NSW0257,Eucalyptus sideroxylon ,-32.81261858,147.4230573,319.521484,WGS84,14-SEP-19 1:47:08PM,Y,Helen Bothwell,,"Esid, fruit",,,
NSW0258,Eucalyptus sideroxylon ,-32.82673186,147.416004,323.607056,WGS84,14-SEP-19 1:56:37PM,Y,Helen Bothwell,,Some fruit,,,
NSW0259,Eucalyptus sideroxylon ,-32.84227928,147.4121246,312.071289,WGS84,14-SEP-19 2:12:36PM,Y,Helen Bothwell,,"Axial fruits rather small, but tons of Esid in the area",,,
NSW0260,Eucalyptus sideroxylon ,-32.85297216,147.409622,317.839233,WGS84,14-SEP-19 2:19:10PM,Y,Helen Bothwell,,Lots of bigger fruits,,,
NSW0261,Eucalyptus sideroxylon ,-32.8671069,147.4070275,316.156982,WGS84,14-SEP-19 2:30:58PM,Y,Helen Bothwell,,Lots of bigger fruits,,,
NSW0263,Eucalyptus sideroxylon,-32.95312341,147.4140858,320.242432,WGS84,14-SEP-19 2:54:52PM,F,Helen Bothwell,,Few fruits,,,
NSW0264,Eucalyptus sideroxylon ,-32.9657588,147.3860872,290.922485,WGS84,14-SEP-19 3:00:20PM,Y,Helen Bothwell,,Esid fruit,,,
NSW0268,Eucalyptus melliodora,-33.39228242,147.558404,218.103149,WGS84,14-SEP-19 5:50:00PM,Y,Helen Bothwell,,"ALAM4159 - good Emel, lots of good 5-valved fruits not barrel-shaped, in axial position only, leaves gray-green good juv",,,
NSW0279,Eucalyptus melliodora,-33.47450646,148.7558038,409.884644,WGS84,15-SEP-19 1:36:57PM,Y,Helen Bothwell,,"Enormous old Emel, good fruit, axial umbels",,,
NSW0287,Eucalyptus melliodora,-33.38362559,148.105996,245.981201,WGS84,15-SEP-19 5:18:07PM,Y,Helen Bothwell,,"Good plump Emel fruits, monster",,,
NSW0288,Eucalyptus melliodora,-33.40575364,147.9803256,239.973022,WGS84,15-SEP-19 5:47:26PM,Y,Helen Bothwell,,"Big Emel, some fruit, just done flowering",,,
NSW0293,Eucalyptus melliodora,-33.8361601,148.6472566,302.698608,WGS84,16-SEP-19 9:16:27AM,Y,Helen Bothwell,,"Big old Emel, possibly planted? Many good 5-valved fruits",,,
NSW0294,Eucalyptus sideroxylon,-33.91078846,148.4386255,465.640747,WGS84,16-SEP-19 9:37:21AM,N,Helen Bothwell,,"Younger Esid, leaves only",,,
NSW0295,Eucalyptus sideroxylon ,-33.91635329,148.4289102,492.797852,WGS84,16-SEP-19 9:43:33AM,Y,Helen Bothwell,,"Esid, lots of fruit",,,
NSW0296,Eucalyptus sideroxylon ,-33.9230713,148.4112073,506.49646,WGS84,16-SEP-19 9:54:36AM,Y,Helen Bothwell,,"Older Esid, fruit",,,
NSW0297,Eucalyptus melliodora,-33.9340008,148.3936114,450.980713,WGS84,16-SEP-19 10:06:38AM,Y,Helen Bothwell,,"Emel, fruit",,,
NSW0303,Eucalyptus sideroxylon ,-34.02354467,148.6794614,371.912964,WGS84,16-SEP-19 12:19:31PM,Y,Helen Bothwell,,"Esid, younger, a handful of good fruits",,,
NSW0304,Eucalyptus sideroxylon ,-34.0200733,148.6736443,370.95166,WGS84,16-SEP-19 12:29:15PM,Y,Helen Bothwell,,"Esid, old tree, sampled younger growth on low limb, fruits on smaller side",,,
NSW0305,Eucalyptus sideroxylon ,-34.01779451,148.6660446,378.64209,WGS84,16-SEP-19 12:37:30PM,Y,Helen Bothwell,,"Big older Esid, mature foliage, TONS of fruit",,,
NSW0306,Eucalyptus sideroxylon ,-34.011464,148.6543079,377.921021,WGS84,16-SEP-19 12:45:01PM,Y,Helen Bothwell,,"Some fruit, good fairly continuous stand of Esid through here","E. albens is dominant through here, whereas E. microcarpa is dominant W of Forbes",,
NSW0311,Eucalyptus melliodora,-34.23932545,148.4123409,398.348999,WGS84,16-SEP-19 2:40:39PM,Y,Helen Bothwell,,"Perfect Emel, although fruit a bit on the small side",,,
NSW0319,Eucalyptus melliodora,-34.34623553,148.6344898,566.818848,WGS84,16-SEP-19 4:56:56PM,Y,Helen Bothwell,,"Good ol Emel, lots of plump fruit, axial, juv leaves ovate gray-green, perfect",,,
NSW0322,Eucalyptus melliodora,-34.44177163,148.7590894,493.278442,WGS84,16-SEP-19 5:34:46PM,Y,Helen Bothwell,,"Lots of nice plump fruit, lower leaves margins area really eaten up ",,,
NSW0325,Eucalyptus melliodora,-35.10194927,149.329333,686.742188,WGS84,04-OCT-19 12:38:42PM,Y,Helen Bothwell & Margaret Mackinnon,,"Lots of good plump 5-valved fruits;  good leaves, bark and axial inflor. ",,,
NSW0334,Eucalyptus melliodora,-34.7289104,149.187526,553.841064,WGS84,04-OCT-19 4:04:47PM,Y,Helen Bothwell & Margaret Mackinnon,,"Good old Emel, good fruits and axial inflor.",,,
NSW0336,Eucalyptus melliodora,-29.66700926,151.0560641,613.922852,WGS84,10-OCT-19 10:35:48AM,Y,Helen Bothwell,,"Good Emel, TONS of plump 5-valved fruits (ALAM10866)",,,
NSW0342,Eucalyptus melliodora,-29.47903049,150.9349163,607.434082,WGS84,10-OCT-19 12:04:06PM,Y,Helen Bothwell,,"Lots of fruits, plump, many 4-valved some 5, good gray-green leaves, 7 axial inflor",,,
NSW0344,Eucalyptus melliodora,-29.36829784,150.9126307,525.482422,WGS84,10-OCT-19 12:44:02PM,Y,Helen Bothwell,,"LOADED w flowers, bees, tons of fruits, but very green/immature",,,
NSW0346,Eucalyptus melliodora,-29.24407921,150.8960443,420.459106,WGS84,10-OCT-19 1:35:16PM,Y,Helen Bothwell,,"Good Emel, TONS of plump 5-valved fruits, loaded w flowers, bees, 7 axial inflor",,,
NSW0347,Eucalyptus melliodora,-29.53112084,150.5629587,336.344482,WGS84,10-OCT-19 2:43:47PM,Y,Helen Bothwell,,"Good Emel, TONS of nice plump 5-valved fruits, 7 axial inflor, leaves pretty sparse - v dry out here",,,
NSW0349,Eucalyptus melliodora,-29.56176172,150.5434104,325.289307,WGS84,10-OCT-19 3:08:58PM,Y,Helen Bothwell,,"TONS of good Emel fruit, 1 flower, just done flowering",,,
NSW0356,Eucalyptus sideroxylon,-29.85969194,150.8983499,698.278076,WGS84,10-OCT-19 5:39:50PM,Y,Helen Bothwell,,Lots of fruit,,,
