SampleID	Species	Latitude	Longitude	Altitude_m	Datum	Date	Seed	Collectors	Location	Comments	Trip_Comments
NSW0334	Eucalyptus melliodora	-34.7289104	149.187526	553.841064	WGS84	04-OCT-19 4:04:47PM	Y	Helen Bothwell & Margaret Mackinnon	W on Dalton Rd	"Good old Emel, good fruits and axial inflor."	
NSW0336	Eucalyptus melliodora	-29.66700926	151.0560641	613.922852	WGS84	10-OCT-19 10:35:48AM	Y	Helen Bothwell	Yetman Rd N from Inverell	"Good Emel, TONS of plump 5-valved fruits (ALAM10866)"	
NSW0342	Eucalyptus melliodora	-29.47903049	150.9349163	607.434082	WGS84	10-OCT-19 12:04:06PM	Y	Helen Bothwell		"Lots of fruits, plump, many 4-valved some 5, good gray-green leaves, 7 axial inflor"	
NSW0344	Eucalyptus melliodora	-29.36829784	150.9126307	525.482422	WGS84	10-OCT-19 12:44:02PM	Y	Helen Bothwell		"LOADED w flowers, bees, tons of fruits, but very green/immature"	
NSW0346	Eucalyptus melliodora	-29.24407921	150.8960443	420.459106	WGS84	10-OCT-19 1:35:16PM	Y	Helen Bothwell		"Good Emel, TONS of plump 5-valved fruits, loaded w flowers, bees, 7 axial inflor"	
NSW0347	Eucalyptus melliodora	-29.53112084	150.5629587	336.344482	WGS84	10-OCT-19 2:43:47PM	Y	Helen Bothwell	"S to Warialda, W on High St to Mosquito Creek Rd"	"Good Emel, TONS of nice plump 5-valved fruits, 7 axial inflor, leaves pretty sparse - v dry out here"	
NSW0349	Eucalyptus melliodora	-29.56176172	150.5434104	325.289307	WGS84	10-OCT-19 3:08:58PM	Y	Helen Bothwell	S towards Bingara on B95	"TONS of good Emel fruit, 1 flower, just done flowering"	
NSW0356	Eucalyptus sideroxylon	-29.85969194	150.8983499	698.278076	WGS84	10-OCT-19 5:39:50PM	Y	Helen Bothwell	Copeton Dam Rd	Lots of fruit	
NSW0357	Eucalyptus sideroxylon	-29.84141068	150.8883544	694.913574	WGS84	10-OCT-19 5:51:01PM	Y	Helen Bothwell	Copeton Dam Rd	"Lots of fruit, along fence, possibly planted, but many Esid in area"	
NSW0358	Eucalyptus sideroxylon	-29.81534866	150.9138883	683.137207	WGS84	10-OCT-19 6:02:18PM	Y	Helen Bothwell	Copeton Dam Rd	"White flowers, plenty of fruit"	
NSW0359	Eucalyptus sideroxylon	-29.80145079	150.9211789	655.259277	WGS84	10-OCT-19 6:09:45PM	Y	Helen Bothwell	Copeton Dam Rd	Lots of fruit	
NSW0360	Eucalyptus melliodora	-29.78798241	150.9468755	653.576904	WGS84	10-OCT-19 6:20:34PM	Y	Helen Bothwell	Copeton Dam Rd	"Lots of fruit, big tree, architecture seems rather straight for Emel"	
NSW0361	Eucalyptus sideroxylon	-29.98876344	151.1105486	830.458252	WGS84	11-OCT-19 11:15:02AM	Y	Helen Bothwell	"S of Inverell on Thunderbolts Way to Bundara; older fire through here, maybe last year or year before that? Lots of epicormic resprout"	Some fruits	
NSW0364	Eucalyptus sideroxylon	-30.14525173	151.0761101	693.47168	WGS84	11-OCT-19 12:04:23PM	Y	Helen Bothwell	S of Inverell on Thunderbolts Way	"TONS of fruits, just finishing flowering"	
NSW0365	Eucalyptus melliodora	-30.21748169	150.9452369	860.739746	WGS84	11-OCT-19 12:39:33PM	Y	Helen Bothwell	Barraba Rd W from Bundarra	"Respout, big old tree, lots of fruit; in burn area"	
NSW0367	Eucalyptus sideroxylon	-30.21489873	150.7828832	703.084717	WGS84	11-OCT-19 1:20:36PM	F	Helen Bothwell	Barraba Rd W from Bundarra	"Just a few fruits, flowering, lots of new fruits but too immature/soft/green; in burn area"	
NSW0369	Eucalyptus sideroxylon	-30.26379188	150.7287346	679.532471	WGS84	11-OCT-19 1:50:01PM	Y	Helen Bothwell	Barraba Rd W from Bundarra	"Big old Esid, many fruits"	
NSW0370	Eucalyptus sideroxylon	-30.26340497	150.7291427	679.532471	WGS84	11-OCT-19 1:57:13PM	Y	Helen Bothwell	Barraba Rd W from Bundarra	"Big old Esid, many fruits"	
NSW0374	Eucalyptus melliodora	-30.29915655	150.7871889	544.708618	WGS84	11-OCT-19 4:12:41PM	Y	Helen Bothwell	Bundarra-Barraba Rd towards Woodsreef	"Plenty of fruit, 4/5-valved"	
NSW0375	Eucalyptus sideroxylon	-30.29369935	150.7947231	566.0979	WGS84	11-OCT-19 4:26:55PM	F	Helen Bothwell	Bundarra-Barraba Rd towards Woodsreef	Few fruit	
NSW0376	Eucalyptus sideroxylon	-30.21560951	150.7006708	741.537109	WGS84	11-OCT-19 4:58:57PM	F	Helen Bothwell	Bundarra-Barraba Rd towards Woodsreef	Few fruit	
NSW0377	Eucalyptus sideroxylon	-30.1814981	150.6607832	737.211182	WGS84	11-OCT-19 5:14:56PM	Y	Helen Bothwell	W on Gulf Creek Rd	Lots of fruit	
NSW0378	Eucalyptus melliodora	-30.18187612	150.6538212	698.999023	WGS84	11-OCT-19 5:24:55PM	Y	Helen Bothwell	W on Gulf Creek Rd	Some fruit	
NSW0379	Eucalyptus melliodora	-29.80271428	150.6009026	303.179199	WGS84	11-OCT-19 6:24:45PM	Y	Helen Bothwell	Delungara-Ashford Rd E from Bingara	Lots of fruits	
NSW0380	Eucalyptus melliodora	-29.77251621	151.2015618	678.571045	WGS84	12-OCT-19 8:59:38AM	Y	Helen Bothwell	E on B76 from Inverell	Many fruits	
NSW0385	Eucalyptus melliodora	-29.65709128	151.3777101	845.358643	WGS84	12-OCT-19 10:27:37AM	Y	Helen Bothwell	Kings Plains Rd	"Lots of fruits, in forest, smaller fruits, taller, straighter than field trees"	
NSW0392	Eucalyptus melliodora	-29.46364668	151.4856995	753.793701	WGS84	12-OCT-19 12:30:19PM	Y	Helen Bothwell	Strathbogie Rd W	Lots of fruit	
NSW0394	Eucalyptus melliodora	-29.51343359	151.8577896	1028.488281	WGS84	12-OCT-19 2:50:35PM	Y	Helen Bothwell	S on A15	Some seed	
NSW0399	Eucalyptus melliodora	-30.17427416	151.0763469	654.778564	WGS84	13-OCT-19 11:11:20AM	Y	Helen Bothwell	S side of Bundarra	Lots of fruits	
NSW0401	Eucalyptus sideroxylon	-30.26361535	151.1715356	699.239502	WGS84	13-OCT-19 12:09:46PM	F	Helen Bothwell		"Only 2 fruits, lots of Esid here but all v tall and no reachable fruits"	
NSW0402	Eucalyptus sideroxylon	-30.26444005	151.1739639	702.123291	WGS84	13-OCT-19 12:16:35PM	F	Helen Bothwell		Few fruits	
NSW0404	Eucalyptus melliodora	-30.33818219	151.2148598	720.147705	WGS84	13-OCT-19 12:47:39PM	Y	Helen Bothwell	Bundarra Rd to Armidale	Fruit	
NSW0421	Eucalyptus melliodora	-30.74259594	151.1421841	849.203857	WGS84	14-OCT-19 1:54:52PM	Y	Helen Bothwell	Rocky Gully Rd W	"Mid-aged Emel, finally lots of fruit"	
NSW0424	Eucalyptus melliodora	-30.71791652	151.007706	856.654053	WGS84	14-OCT-19 3:00:10PM	Y	Helen Bothwell	Manilla Rd	"Big Emel, plenty of large fruit, axial inflor, just done flowering"	
NSW0431	Eucalyptus melliodora	-33.56762814	149.7169738	752.592041	WGS84	15-OCT-19 4:17:38PM	Y	Helen Bothwell	Beaconsfield Rd S of Bathurst	Fruits smaller	
NSW0437	Eucalyptus melliodora	-33.64004829	149.1013271	691.30835	WGS84	15-OCT-19 6:18:31PM	Y	Helen Bothwell	At rest area E side	"LOTS of fruits & more normal Emel size, mostly 5-valved but some 6, flowering, 7 axial inflor."	
NSW0438	Eucalyptus melliodora	-33.64965747	149.0052041	662.229004	WGS84	15-OCT-19 6:47:26PM	Y	Helen Bothwell	Belubula Way	"Huge old Emel, loaded w fruits, flowers, bees"	
NSW0476	Eucalyptus sideroxylon	-34.27466204	148.8474648	518.753174	WGS84	16-OCT-19 10:21:50AM	Y	Helen Bothwell	Turnoff to the E	Lots of fruits	
NSW0480	Eucalyptus sideroxylon (hyb?)	-34.31748418	148.9161931	618.008545	WGS84	16-OCT-19 11:17:01AM	Y	Helen Bothwell	Taylors Flat Rd	"Flowers v white, no pink tinge, some leaves ovate, hyb w Emel?? Some typical Esid big fruits"	
NSW0481	Eucalyptus sideroxylon	-34.31118568	148.9761603	645.165527	WGS84	16-OCT-19 11:33:25AM	Y	Helen Bothwell	Taylors Flat Rd	"Lots of white flowers and fruit, classic leaves, lots of ants pollinating flowers"	
NSW0482	Eucalyptus sideroxylon	-34.30988138	148.9898644	616.085938	WGS84	16-OCT-19 11:42:28AM	Y	Helen Bothwell	Taylors Flat Rd	"White flowers, ants, and lots of fruit"	
NSW0484	Eucalyptus sideroxylon	-34.28507941	149.0287272	519.714478	WGS84	16-OCT-19 12:02:30PM	F	Helen Bothwell	Taylors Flat Rd	"Pink flowers, only 2 fruits, good drooping inflor, leaves a bit smaller/softer than typical"	
NSW0486	Eucalyptus melliodora	-34.38329268	149.0343094	614.403564	WGS84	16-OCT-19 12:28:10PM	Y	Helen Bothwell		"Big beautiful old Emel, perfect, lots of plump 5-valved fruits, 7 axial inflor"	
NSW0487	Eucalyptus melliodora	-34.48603319	148.9311878	602.627686	WGS84	16-OCT-19 12:56:59PM	Y	Helen Bothwell	S on Rye Park-Dalton Rd	Lots of good fruits	
NSW0489	Eucalyptus sideroxylon	-33.93080737	147.1581723	293.325684	WGS84	18-OCT-19 3:44:11PM	Y	Helen Bothwell	"West Wyalong, SW on Tallimba Rd"	Some fruits	
NSW0490	Eucalyptus melliodora	-34.69272405	148.9693071	664.632324	WGS84	16-OCT-19 1:33:32PM	Y	Helen Bothwell	Cooks Hill Rd	"Lots of good fruits, old Emel"	
NSW0492	Eucalyptus sideroxylon	-33.93868377	147.1302972	296.690308	WGS84	18-OCT-19 3:58:25PM	Y	Helen Bothwell	Tallimba Rd	Right next to 491 but LOTS of fruit	
NSW0493	Eucalyptus sideroxylon	-33.94302073	147.1145585	306.303467	WGS84	18-OCT-19 4:07:42PM	Y	Helen Bothwell	Tallimba Rd	TONS of fruit	
NSW0494	Eucalyptus sideroxylon	-33.94773128	147.0971715	313.513306	WGS84	18-OCT-19 4:17:11PM	Y	Helen Bothwell	Tallimba Rd	Lots of fruit	
NSW0495	Eucalyptus sideroxylon	-33.95573407	147.0661001	298.853271	WGS84	18-OCT-19 4:29:44PM	Y	Helen Bothwell	Tallimba Rd	Lots of fruit	
NSW0496	Eucalyptus sideroxylon	-33.95784513	147.0453473	286.836914	WGS84	18-OCT-19 4:38:12PM	Y	Helen Bothwell	Tallimba Rd	Lots of fruit	
NSW0497	Eucalyptus sideroxylon	-33.97550781	147.0083627	278.425415	WGS84	18-OCT-19 4:52:36PM	Y	Helen Bothwell	S down Charcoal Tank Rd	Some fruit	
NSW0498	Eucalyptus sideroxylon	-33.96665091	147.0426918	288.278931	WGS84	18-OCT-19 5:02:02PM	Y	Helen Bothwell	S down Charcoal Tank Rd	"Some fruits, leaves covered in pathogens"	
NSW0499	Eucalyptus sideroxylon	-33.98054064	147.0673416	284.914307	WGS84	18-OCT-19 5:18:12PM	Y	Helen Bothwell	S down Charcoal Tank Rd	Some fruit	
NSW0500	Eucalyptus sideroxylon	-33.98532202	147.1109629	282.510986	WGS84	18-OCT-19 5:31:27PM	N	Helen Bothwell	S down Charcoal Tank Rd	Leaves only	
NSW0501	Eucalyptus sideroxylon	-33.98577724	147.1484845	287.557861	WGS84	18-OCT-19 5:43:05PM	Y	Helen Bothwell	"N on West Wyalong-Condobolin Rd, W on Merrengreen Rd"	Fruits	
NSW0502	Eucalyptus sideroxylon	-33.79060663	147.0970984	300.776001	WGS84	18-OCT-19 6:28:44PM	Y	Helen Bothwell	Merrengreen Rd	Lots of smallish fruits	
NSW0503	Eucalyptus sideroxylon	-33.77886292	147.0590381	280.588379	WGS84	18-OCT-19 6:53:16PM	Y	Helen Bothwell	Merrengreen Rd	Many fruits	
NSW0504	Eucalyptus sideroxylon	-33.77181005	147.0460198	302.217896	WGS84	18-OCT-19 7:00:39PM	Y	Helen Bothwell	Merrengreen Rd	Many fruits	
NSW0505	Eucalyptus sideroxylon	-33.85499826	147.3780592	264.005737	WGS84	19-OCT-19 9:47:46AM	F	Helen Bothwell	"E on A39, at rest stop near Wyrra State Forest"	Just a few fruits	
NSW0506	Eucalyptus sideroxylon	-33.82323411	147.3650443	269.533325	WGS84	19-OCT-19 10:01:59AM	Y	Helen Bothwell	N on Bodells Ln	Lots of fruit	
NSW0507	Eucalyptus sideroxylon	-33.81432943	147.3661022	271.215698	WGS84	19-OCT-19 10:14:20AM	Y	Helen Bothwell	N on Bodells Ln	~8 fruits	
NSW0508	Eucalyptus sideroxylon	-34.0877736	147.1423743	281.309326	WGS84	19-OCT-19 11:05:45AM	Y	Helen Bothwell	S on A39	Fruits and leaves on smaller side	
NSW0509	Eucalyptus sideroxylon	-34.12744381	147.1250512	317.358643	WGS84	19-OCT-19 11:18:38AM	Y	Helen Bothwell	S on A39	Fruits and leaves on smaller side	
NSW0510	Eucalyptus sideroxylon (hyb?)	-34.13608228	147.1169113	316.637573	WGS84	19-OCT-19 11:32:41AM	Y	Helen Bothwell	W on Bartels Ln	"Bark grayer, leaves and fruits smaller, leaves hammered w pathogens"	
NSW0512	Eucalyptus sideroxylon	-34.12057702	146.9954963	294.046753	WGS84	19-OCT-19 12:03:00PM	Y	Helen Bothwell	W on Bartels Ln	"Good leaves and larger fruits, red-tinged bark furrows, lots of fruit, pathogens"	
NSW0513	Eucalyptus sideroxylon	-34.11738225	146.971972	289.961182	WGS84	19-OCT-19 12:11:18PM	N	Helen Bothwell	"S on Richards Lane, W on Jillett"	"Leaves only; finally a tree not loaded w pathogens, healthy looking leaves"	
NSW0514	Eucalyptus sideroxylon	-34.15737776	146.9196113	314.9552	WGS84	19-OCT-19 12:28:48PM	Y	Helen Bothwell	W on Jillett	Lots of fruits and pathogens	
NSW0515	Eucalyptus sideroxylon	-34.1610798	146.84587	202.241455	WGS84	19-OCT-19 12:44:42PM	Y	Helen Bothwell	"E on Kittos Ln, S on Bygoo Rd, W on MacDermotts Lane, S on Gunn"	Many fruits	
NSW0516	Eucalyptus sideroxylon	-34.21314491	146.7332754	177.728149	WGS84	19-OCT-19 1:42:01PM	Y	Helen Bothwell	S on Gunn	Fruits and lots of leaf pathogens	
NSW0517	Eucalyptus sideroxylon	-34.22329808	146.7314815	181.333008	WGS84	19-OCT-19 1:48:26PM	Y	Helen Bothwell	E on Manglesdorf Rd	"Lots of fruits, healthier leaves"	
NSW0518	Eucalyptus sideroxylon (hyb?)	-34.2451176	146.757917	198.156006	WGS84	19-OCT-19 1:58:11PM	Y	Helen Bothwell	E on Manglesdorf Rd	Leaves and fruits small for Esid	
NSW0519	Eucalyptus sideroxylon (hyb?)	-34.25519357	146.7759933	208.249756	WGS84	19-OCT-19 2:10:33PM	F	Helen Bothwell	S on Spencers Lane	"Leaves and fruits small for Esid, bark a bit grayer"	
NSW0520	Eucalyptus sideroxylon	-34.27350392	146.7518532	193.109131	WGS84	19-OCT-19 2:28:59PM	Y	Helen Bothwell	S on Humby Rd	"Good Esid, lots of big plump fruits, healthy larger leaves"	
NSW0521	Eucalyptus sideroxylon	-34.28865999	146.7977522	228.437256	WGS84	19-OCT-19 2:37:03PM	Y	Helen Bothwell	S on Humby Rd	Lots of fruit	
NSW0523	Eucalyptus melliodora	-34.7388676	146.5693881	163.308472	WGS84	19-OCT-19 4:12:44PM	Y	Helen Bothwell	"Along A39, pullout just before Narrandera"	"LOADED with flowers and bees, some fruit"	
NSW0524	Eucalyptus melliodora	-34.77032237	146.5497958	151.772705	WGS84	20-OCT-19 9:28:03AM	Y	Helen Bothwell	S on A20 from Narrandera	"HEAVY with flowers, lots of good 5-valved fruits, 7 axial inflor."	
NSW0525	Eucalyptus melliodora	-35.06083787	147.0545087	174.123169	WGS84	20-OCT-19 10:16:14AM	Y	Helen Bothwell	"S along A20, @ Berry Jerry rest stop"	"HUGE old Emel, good 5-valved fruits, heavy with flowers and bees"	
NSW0526	Eucalyptus melliodora	-35.07905753	147.1103599	177.007202	WGS84	20-OCT-19 10:33:55AM	Y	Helen Bothwell	Corner of A20 & Mundowy Ln.	"ENORMOUS old Emel, heavy w flowers and bees, some fruits"	
NSW0528	Eucalyptus melliodora	-35.05788468	147.1865108	179.650757	WGS84	20-OCT-19 11:24:33AM	Y	Helen Bothwell	Old Narrandera Rd.	"Lots of plump 4/5 valved fruits, just finishing flowering"	
NSW0530	Eucalyptus melliodora	-35.02321906	147.4172187	258.958862	WGS84	20-OCT-19 12:28:35PM	Y	Helen Bothwell	N on A20	"Lots of fruits 4/5/6, quite rough bark, greener leaves, just finishing flowering"	
NSW0531	Eucalyptus melliodora	-34.97712839	147.4391223	226.995361	WGS84	20-OCT-19 12:43:58PM	Y	Helen Bothwell	N on A21	"Many 5-valved fruits, more classic Emel bark and juvenile leaves, just finishing flowering"	
NSW0532	Eucalyptus melliodora	-34.82400267	147.5225195	267.370361	WGS84	20-OCT-19 1:32:23PM	Y	Helen Bothwell	W on Murreldale Rd past Old Junee	"Many 4 some 5-valved fruits, more barrel than cup shaped, bottom bark very rough, good juvenile leaves, just done flowering"	
NSW0533	Eucalyptus melliodora	-34.71558318	147.5382085	294.527344	WGS84	20-OCT-19 2:09:54PM	Y	Helen Bothwell	E on Coffin Rock Rd	"A lot of the ALA 'Emel' in this area seem otherwise, bottom bark pretty rough and a bit pealy, leaves greener, fruits smaller 4/5 barrels"	
NSW0538	Eucalyptus melliodora	-34.8016924	147.5910846	291.162842	WGS84	20-OCT-19 3:41:58PM	Y	Helen Bothwell		"Emel bark, leaves, good 5-valved fruits (fruits a bit small)"	
NSW0539	Eucalyptus melliodora	-34.81067277	147.5715215	288.038574	WGS84	20-OCT-19 3:51:19PM	Y	Helen Bothwell		"lots of 4/5-valved fruits, smallish cups"	
NSW0540	Eucalyptus melliodora	-34.92185226	147.667587	323.847412	WGS84	20-OCT-19 4:26:30PM	Y	Helen Bothwell	E on Gundagai Rd from Junee	"Good Emel bark, juv leaves, 7 axial inflor, 5-valved fruits small seems typical of the area"	
NSW0544	Eucalyptus melliodora	-35.02020249	147.7697033	329.615234	WGS84	20-OCT-19 5:30:36PM	Y	Helen Bothwell	Oura Rd E	Lots of good larger 5-valved fruits	
NSW0549	Eucalyptus sideroxylon	-34.735113	147.892117	NA	WGS84	20-OCT-19 6:40:00PM	Y	Helen Bothwell	N on A41 towards Cootamundra	Many fruits & leaf pathogens	"Forgot to take GPS pts, long day, extra trees right at sunset, best guess should be pretty close based on Google maps satellite street view"
NSW0550	Eucalyptus sideroxylon	-34.722602	147.899144	NA	WGS84	20-OCT-19 6:45:00PM	N	Helen Bothwell	N on A41 towards Cootamundra	"Just 1 fruit, lots of mistletoe on the Esid through here, large stand of Esid"	"Forgot to take GPS pts, long day, extra trees right at sunset, best guess should be pretty close based on Google maps satellite street view"
NSW0551	Eucalyptus sideroxylon	-34.711596	147.924809	NA	WGS84	20-OCT-19 6:50:00PM	Y	Helen Bothwell	N on A41 towards Cootamundra	"Many fruits, leaves pretty eaten by LARGE black and red ants + mistletoe starts? pale green 'leaf' extensions"	"Forgot to take GPS pts, long day, extra trees right at sunset, best guess should be pretty close based on Google maps satellite street view"
NSW0552	Eucalyptus melliodora	-34.57942729	148.0900447	423.343018	WGS84	21-OCT-19 9:26:33AM	Y	Helen Bothwell	N on A41 from Cootamundra	"Good Emel w fruits, 7 axial inflor"	
NSW0554	Eucalyptus melliodora?	-34.48423611	148.1748775	516.59021	WGS84	21-OCT-19 10:00:45AM	Y	Helen Bothwell	Colorado Rd	"Big old good Emel, lots of plump fruits, flowering"	
NSW0555	Eucalyptus melliodora	-34.52777054	148.2749628	447.375854	WGS84	21-OCT-19 10:27:05AM	Y	Helen Bothwell	"E to Harden, then W on other end of Colorado Rd"	5-valved fruits on smaller side	
NSW0557	Eucalyptus melliodora	-34.64074653	148.570309	484.386353	WGS84	21-OCT-19 11:27:10AM	Y	Helen Bothwell	Continuing E	Some fruits	
NSW0558	Eucalyptus melliodora	-34.67664412	148.6228865	475.253784	WGS84	21-OCT-19 11:42:49AM	Y	Helen Bothwell	Just outside Binalong Cemetary	"Emel or hyb? 7 axial inflor, LOTS of 4/5-valved fruits"	
NSW0559	Eucalyptus melliodora	-34.71849429	148.6609773	457.469604	WGS84	21-OCT-19 12:00:18PM	Y	Helen Bothwell	Henderson Ln N off B94	"fruits 5-valved a few 6-valved, 7 axial inflor"	
NSW0571	Eucalyptus sideroxylon	-35.30830041	147.7451796	287.798218	WGS84	21-NOV-19 1:41:09PM	N	Helen Bothwell & Kevin Murray	Humula Rd Sw of Taracutta	"White flowers mostly in threes some 4, no fruit"	
NSW0574_1	Eucalyptus sideroxylon	-35.32679591	147.6966688	292.364502	WGS84	21-NOV-19 2:21:05PM	Y	Helen Bothwell & Kevin Murray	"S on Comatawa Rd, W on Wilds Ln"	"Many white flowers in 3s, lots of fruits"	
NSW0574_2	Eucalyptus sideroxylon	-35.32679591	147.6966688	292.364502	WGS84	21-NOV-19 2:21:05PM	Y	Helen Bothwell & Kevin Murray	"S on Comatawa Rd, W on Wilds Ln"	"Many white flowers in 3s, lots of fruits"	
NSW0575	Eucalyptus sideroxylon	-35.26109227	147.5934772	318.560181	WGS84	21-NOV-19 2:53:24PM	Y	Helen Bothwell & Kevin Murray	Keajura Rd	Many fruits in umbels of 3	
NSW0577	Eucalyptus melliodora	-35.27746313	147.5988384	314.474487	WGS84	21-NOV-19 3:10:15PM	Y	Helen Bothwell & Kevin Murray	Keajura Rd	"7 axial inflor, 5-valved fruits, quite rough bark"	
NSW0578	Eucalyptus sideroxylon	-35.28500542	147.6088741	343.313843	WGS84	21-NOV-19 3:25:47PM	N	Helen Bothwell & Kevin Murray	Keajura Rd	"No fruit, 1-3 flowers, large stand w v little fruiting, mixed with Epol and Ealbens"	
NSW0581	Eucalyptus sideroxylon	-35.47152406	147.6383768	454.825928	WGS84	21-NOV-19 4:11:18PM	Y	Helen Bothwell & Kevin Murray	S on Tumbarumba Rd	Some fruits	
NSW0582	Eucalyptus melliodora (possible hyb w E. albens)	-35.75537905	147.4700755	312.311646	WGS84	21-NOV-19 5:10:20PM	Y	Helen Bothwell & Kevin Murray	Jingellic Rd SE out of Holbrook	"LOTS of 4/5 fruits, possible hyb w albens as fruit and juv leaves twigs & inflor appear glaucous"	
NSW0585	Eucalyptus melliodora	-35.72704713	147.3171916	275.78186	WGS84	21-NOV-19 6:06:49PM	Y	Helen Bothwell & Kevin Murray	Just on S edge of Holbrook	"LOTS of fruit, 5/6-valved, some flowers"	
NSW0586	Eucalyptus sideroxylon	-36.13796021	146.6475878	214.498169	WGS84	22-NOV-19 9:56:40AM	Y	Helen Bothwell & Kevin Murray	Chiltern rest stop SE of Hope	"Tons of fruits in 3-5, some perhaps 7 buds"	
NSW0588	Eucalyptus melliodora	-36.70668583	145.5224218	161.385864	WGS84	22-NOV-19 11:34:56AM	Y	Helen Bothwell & Kevin Murray	Along C366 N out of Euroa	"Large old tree, lots of 5-valved fruits, leaves larger and greener than usual"	
NSW0590	Eucalyptus melliodora	-36.68968306	145.5132778	158.261597	WGS84	22-NOV-19 12:00:13PM	Y	Helen Bothwell & Kevin Murray	Along C366 N out of Euroa	"Lots of 5-valved fruit, axial and terminal, classic 7 inflor, flowering"	
NSW0595	Eucalyptus melliodora	-36.47566265	145.5227501	132.546509	WGS84	22-NOV-19 1:28:05PM	Y	Helen Bothwell & Kevin Murray		"Good fruits, normal larger 5-valved, good juv leaves, flowering, many axial immature fruits"	
NSW0597	Eucalyptus melliodora	-36.46380309	145.5955178	137.833618	WGS84	22-NOV-19 1:58:24PM	Y	Helen Bothwell & Kevin Murray	Keallys Rd	"Good Emel, many 5-valved fruits, flowering"	
NSW0599	Eucalyptus melliodora	-36.34743487	145.6323884	136.151367	WGS84	22-NOV-19 2:45:25PM	Y	Helen Bothwell & Kevin Murray	Cashel Rd	"TONS of fruit, flowering"	
NSW0602	Eucalyptus melliodora	-36.36247435	145.7416879	161.626221	WGS84	22-NOV-19 3:30:19PM	Y	Helen Bothwell & Kevin Murray		"Photo mix-up (602 is labeled as 603, first 604 photo is actually 603); some fruits, 5-valved, LOADED w flowers"	
NSW0603	Eucalyptus melliodora	-36.36400061	145.7918065	151.532349	WGS84	22-NOV-19 3:57:24PM	Y	Helen Bothwell & Kevin Murray		"Photo mix-up (602 is labeled as 603, first 604 photo is actually 603); some fruits, all leaves quite small ovate gray-green"	
NSW0612	Eucalyptus melliodora	-36.22998018	145.3546983	111.397705	WGS84	23-NOV-19 10:10:17AM	Y	Helen Bothwell & Kevin Murray	N on Moores Rd	"Good Emel, LOTS of 5 and many 6-valved fruits, 7 axial inflor, TONS of flowers and juv fruits, VERY fecund, good gray-green ovate leaves"	
NSW0615	Eucalyptus melliodora	-36.40728895	145.2953203	114.521851	WGS84	23-NOV-19 11:27:58AM	Y	Helen Bothwell & Kevin Murray	Downer Rd	"Good Emel, classic bark and leaves, tons of 5-valved fruits, normal shaped cups, loaded w flowers, 7 axial juv fruits"	
NSW0619	Eucalyptus melliodora	-36.21380537	145.2007646	104.668457	WGS84	23-NOV-19 1:24:05PM	Y	Helen Bothwell & Kevin Murray	W on Warren Rd	"Lots of 5/6 fruit, 7 axial inflor, just finishing flowering"	
NSW0625	Eucalyptus melliodora	-36.46959314	145.1566477	118.847778	WGS84	23-NOV-19 3:25:49PM	Y	Helen Bothwell & Kevin Murray		"Better Emel, 4/5 fruits, loaded w axial and terminal 7-bunched flowers and juv fruits"	
NSW0628_1	Eucalyptus melliodora	-36.58468145	145.2199663	128.460938	WGS84	23-NOV-19 4:27:53PM	Y	Helen Bothwell & Kevin Murray	"S on Tatura-Murchison Rd, W on Hammond Rd"	"4/5 fruits, lots of axial flowers and young fruits"	
NSW0628_2	Eucalyptus melliodora	-36.58468145	145.2199663	128.460938	WGS84	23-NOV-19 4:27:53PM	Y	Helen Bothwell & Kevin Murray	"S on Tatura-Murchison Rd, W on Hammond Rd"	"4/5 fruits, lots of axial flowers and young fruits"	
NSW0632	Eucalyptus melliodora	-36.56389919	145.2654182	127.980225	WGS84	23-NOV-19 5:37:02PM	Y	Helen Bothwell & Kevin Murray	Hammond Rd	"TONS of 5-valved fruits, flowering, lots of inflor, earlier phenology than rest around here, few others still have inflor, most turned to juv fruit, axial 7 and compound terminal?!"	
NSW0634	Eucalyptus sideroxylon/tricarpa	-36.57282005	145.0199922	157.781006	WGS84	24-NOV-19 11:01:34AM	Y	Helen Bothwell & Kevin Murray	"S on Rushworth-Tatura Rd, rest area pulloff E side of Rd"	"~15-20 fruits, some 5 valved, most 6 valved"	
NSW0635	Eucalyptus sideroxylon/tricarpa	-36.58238389	145.0242203	161.866455	WGS84	24-NOV-19 11:23:12AM	Y	Helen Bothwell & Kevin Murray	Take dirt Rd SE side of Old Tatura Rd.	"5-valved fruits, quite a few fruits but most too immature; BIG stand/forest through here; a couple white flowers"	
NSW0636	Eucalyptus tricarpa	-36.57675636	145.0324082	154.656616	WGS84	24-NOV-19 11:36:36AM	Y	Helen Bothwell & Kevin Murray	E on Frenchman's Rd	"5-valved cups in 3s; lots of fruits but most too juvenile; leaves of all ironbark through here greener and smaller than typical E. sid, trees rather tall"	
NSW0638	Eucalyptus tricarpa	-36.58394937	145.047194	161.385864	WGS84	24-NOV-19 12:00:54PM	Y	Helen Bothwell & Kevin Murray	Lloyd Rd.	"Close to NSW0637, but more mature fruits, mostly 6-valved but some 5-valved"	
NSW0640	Eucalyptus tricarpa	-36.60462627	145.0229112	149.129028	WGS84	24-NOV-19 1:10:30PM	Y	Helen Bothwell & Kevin Murray	Rushworth-Nagambie Rd	"Some fruit, 5-valved tiny vase/tubes"	
